,commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr,churn,buggy,fix,bugdens,strata
1544,b31d28415a6e5b7224d53eb674e4f76e8de738ac,1397052770,1.0,1.0,6,14,3,2,1,0.858672711073255,false,,,,,34,931957.333333333,52,,56,,,56,,,56,,,0.0507569011576135,0.902938557435441,0.904719501335708,20,TRUE,TRUE,0.05,0
1559,b4e318e4b6a01af3a80267016c4cc2b2da2220c2,1395045531,1.0,0.0,93,0,3,3,1,0.424784780759309,false,,,,,14,455121,19,,26,,,26,,,23,,,0.024514811031665,0.151174668028601,0.160367722165475,93,TRUE,FALSE,0.010752688172043012,0
1590,b8831091a8d097bb55a0e65c3af254a8bfa88811,1355241748,1.0,0.0,0,68,2,2,1,0.761240149691849,false,,,,,88,57217,262,,237,,,222,,,210,,,0.065978736710444,0.276422764227642,0.316135084427767,68,TRUE,FALSE,0.014705882352941176,0
1644,bfb28fcf9031af4c695177663702ce05edbbfa4d,1396465219,1.0,0.0,27,3,2,2,1,0.948078243593906,false,,,,,162,386672,507,,2229,,,1732,,,2130,,,0.275536591673132,0.386346004654771,0.532454098784587,30,TRUE,FALSE,0.03333333333333333,0
1672,c1ccc585bda70925a4cffe617743ef6472fe60c4,1395407647,1.0,0.0,309,82,4,2,1,0.682954433164131,false,,,,,2,774577,3,,1197,,,1030,,,724,,,0.711481844946026,0.731108930323847,0.771344455348381,391,TRUE,FALSE,0.0025575447570332483,0
1710,c5402ef4fc509047d513a715a1c14e9b4ba9674f,1405497734,1.0,1.0,241,47,4,4,1,0.60496712352705,false,,,,,54,7419424.25,89,,14,,,14,,,7,,,0.000998751560549313,0.195255930087391,0.195755305867665,288,TRUE,TRUE,0.003472222222222222,0
1715,c58f2393b1c88268179205e349a2638f481bd492,1398358664,1.0,1.0,43,16,3,3,1,0.727817875063969,false,,,,,138,212935.666666667,480,,131,,,131,,,128,,,0.0164059519267455,0.246979524354572,0.247869769807961,59,TRUE,TRUE,0.01694915254237288,0
1718,c5f2b8fb5046ae959e6e7c00905961b1efc0e70c,1399543967,1.0,0.0,84,157,8,6,1,0.784776435803074,false,,,,,228,507003,1403,,75,,,58,,,75,,,0.00955974842767296,0.323396226415094,0.328679245283019,241,TRUE,FALSE,0.004149377593360996,0
1729,c70c2719d700902854ef0381cb725722ac2da05e,1396339529,1.0,1.0,4,8,3,3,1,0.873479027870176,false,,,,,17,392392.666666667,45,,1178,,,1007,,,714,,,0.673258003766478,0.777777777777778,0.792843691148776,12,TRUE,TRUE,0.08333333333333333,0
1777,cd9d8e45c6b8a747069d0cec2c1ff0360ebe6d73,1371165143,1.0,0.0,296,18,301,66,4,0.996476182073757,false,,,,,354,46315.2890365449,3666,,3,,,3,,,1,,,0.000395022713806044,0.345249851866482,0.345447363223385,314,TRUE,FALSE,0.0031847133757961785,0
1789,cef7dd6a8fcd1e4ab148dd228129e267b1e82232,1394564963,1.0,0.0,38,436,6,2,1,0.945316652167588,false,,,,,46,1547426,85,,1129,,,950,,,1110,,,0.146821725915158,0.386414695387868,0.456059204440333,474,TRUE,FALSE,0.002109704641350211,0
1796,cfda6bc4fb4307fce51e9ec2e049242737dc9c33,1360540819,1.0,0.0,114,1517,111,48,2,0.26607450387193,false,,,,,78,102375.891891892,547,,859,,,769,,,53,,,0.0622837370242214,0.769319492502884,0.788927335640138,1631,TRUE,FALSE,6.131207847946045E-4,0
1806,d09d12ab2ba72a9e7fe42852a7cf837231053590,1397063154,1.0,1.0,7,6,2,2,1,0.995727452084926,false,,,,,66,1337060,158,,1312,,,1036,,,1154,,,0.736607142857143,0.491071428571429,0.901785714285714,13,TRUE,TRUE,0.07692307692307693,0
1818,d1c0e73bc6247d4f4e7093eadb0df6186ae2546e,1397827915,1.0,0.0,55,56,10,1,1,0.909751202449913,false,,,,,27,3228819.1,47,,46,,,46,,,46,,,0.0407279029462738,0.454072790294627,0.463604852686309,111,TRUE,FALSE,0.009009009009009009,0
1850,d503dd6de4f45f149dfa295fd3137f4944ed7f66,1315203052,1.0,0.0,51,2,5,3,1,0.795405267980369,false,,,,,0,0,0,,2,,,2,,,1,,,0.5,0.75,0.75,53,TRUE,FALSE,0.018867924528301886,0
1852,d52f84d96a2fadcf90fdac7a3e265c45d2ec234a,1395165311,1.0,1.0,81,80,2,2,1,0.973088878635856,false,,,,,9,480592.5,11,,3,,,3,,,3,,,0.00401203610832497,0.723169508525577,0.723169508525577,161,TRUE,TRUE,0.006211180124223602,0
1857,d5c0a37999f9e3a611a322baacabebc06b13283b,1394212575,1.0,1.0,58,6,7,5,1,0.849871110447334,false,,,,,55,37049,110,,5,,,4,,,2,,,0.00324324324324324,0.208648648648649,0.208648648648649,64,TRUE,TRUE,0.015625,0
1861,d62fb490b10d9372bd52189d4c688a7c1b495d8b,1395730059,1.0,1.0,28,8,8,8,1,0.913834463420012,false,,,,,143,200094.375,635,,119,,,119,,,119,,,0.0156270347701524,0.138820158874853,0.141033988800625,36,TRUE,TRUE,0.027777777777777776,0
1869,d6f014d0922e03864fd72efbcde04322711c2510,1398560128,1.0,1.0,35,5,9,9,1,0.870475092322821,false,,,,,38,590733.777777778,75,,10,,,10,,,8,,,0.0075885328836425,0.109612141652614,0.116357504215852,40,TRUE,TRUE,0.025,0
1881,d8b0f10ec7a5e0726d1b09e84e6cc388d957ba03,1358345659,1.0,0.0,0,0,5,2,1,0,false,,,,,2,234887.6,2,,47,,,47,,,2,,,0.00486223662884927,0.810372771474878,0.810372771474878,0,TRUE,FALSE,Infinity,0
1882,d8df06342ca5c2336976ec3b50f39706ae409023,1320865368,1.0,0.0,10,10,7,3,1,0.827087475346916,false,,,,,12,310123.857142857,32,,5,,,5,,,5,,,0.031413612565445,0.691099476439791,0.691099476439791,20,TRUE,FALSE,0.05,0
1889,d955c1da4490987233e252f94dffcfa106746c14,1398425911,1.0,0.0,20,1,2,2,1,0.958711882977132,false,,,,,83,216649,208,,391,,,374,,,4,,,0.00313873195229127,0.00753295668549906,0.0100439422473321,21,TRUE,FALSE,0.047619047619047616,0
1899,da13c6285bb0aee55cfbc93f55ce2e2b7d6a28f2,1396497765,1.0,1.0,8,3,1,1,1,0,false,,,,,18,1948327,22,,1228,,,959,,,1076,,,0.690384615384615,0.794871794871795,0.796794871794872,11,TRUE,TRUE,0.09090909090909091,0
2066,eac7888e722759b7c9a0d7841dfe8b26dfd77897,1320667271,1.0,0.0,651,217,14,8,2,0.648292858515909,false,,,,,30,122669.266666667,51,,5,,,5,,,0,,,0.00588235294117647,0.247058823529412,0.247058823529412,868,TRUE,FALSE,0.001152073732718894,0
2117,f087a6f77ef1338bb8d10943d2a18712220c3c44,1398572915,1.0,1.0,110,52,3,2,1,0.778700394350044,false,,,,,216,233944.333333333,1215,,32,,,32,,,26,,,0.00342683081609341,0.40525447391801,0.40525447391801,162,TRUE,TRUE,0.006172839506172839,0
2129,f27ca3134743b45e55afd6c73abbb83c87ba8489,1399960842,1.0,0.0,10,2,2,2,1,0.811278124459133,false,,,,,50,2186989,93,,18,,,18,,,4,,,0.000627116518249091,0.161921485011915,0.162297754922865,12,TRUE,FALSE,0.08333333333333333,0
2135,f349b7c80670f1993fb35bfd1d2bbd3ccbe16fef,1395058144,1.0,0.0,60,0,5,4,1,0.769481682145375,false,,,,,57,2646373.6,98,,28,,,28,,,23,,,0.0031496062992126,0.271259842519685,0.271391076115486,60,TRUE,FALSE,0.016666666666666666,0
2216,fb25917fe17fc80c1ae704759c8f6487ac2e9a22,1393960019,1.0,1.0,64,6,2,2,1,0.990557700407526,false,,,,,18,345880,75,,15,,,15,,,15,,,0.010688042752171,0.490313961255845,0.492985971943888,70,TRUE,TRUE,0.014285714285714285,0
2221,fb9886b903434321e62373cb4c11ba014921e4df,1394486969,1.0,1.0,195,103,3,3,1,0.715925755990899,false,,,,,10,5197544,13,,295,,,273,,,228,,,0.243358129649309,0.296493092454835,0.496280552603613,298,TRUE,TRUE,0.003355704697986577,0
2242,fe2ca9a75878a445a54ecfe4a97c79b696abf503,1394150231,1.0,1.0,247,41,2,2,1,0.857148437428372,false,,,,,27,243136,46,,92,,,92,,,86,,,0.0948745910577972,0.0588876772082879,0.131952017448201,288,TRUE,TRUE,0.003472222222222222,0
2243,fe2ef9f0dd1f33b61fe11eebf2ae3d577a73ef53,1394147295,1.0,1.0,3,1,2,1,1,0.811278124459133,false,,,,,8,92644,8,,1,,,1,,,1,,,0.00218340611353712,0.722707423580786,0.722707423580786,4,TRUE,TRUE,0.25,0
1,000174461a96ca70c76c8f3a85d9bf25fe673a2d,1318600977,0.0,0.0,15,1,2,2,1,0.988699408288497,false,,,,,4,235801,5,,3,,,3,,,2,,,0.0352941176470588,0.470588235294118,0.470588235294118,16,FALSE,FALSE,0.0,0
2,001f865c3cd5f55ddc52c8b68ef49d6b00fe0395,1393998996,0.0,0.0,60,5,5,5,1,0.660649641399218,false,,,,,12,1274108.8,20,,6,,,6,,,6,,,0.000931594357199894,0.099148256587703,0.09981368112856,65,FALSE,FALSE,0.0,0
3,002d711fb7f16a6d5c7977e82e30837287b553b8,1322491078,0.0,0.0,272,276,43,12,1,0.931290377203311,false,,,,,16,884412.441860465,66,,83,,,83,,,16,,,0.173469387755102,0.908163265306122,0.908163265306122,548,FALSE,FALSE,0.0,0
4,0044a90a7409c5b004cc2d0cc56f6afeaf54ccf9,1409533251,0.0,0.0,45,3,6,5,1,0.787544731923059,false,,,,,49,2213113.16666667,118,,27,,,27,,,15,,,0.00199476374516893,0.381747911731704,0.382121929933923,48,FALSE,FALSE,0.0,0
5,0049967a874a3dca7c6ab8e8e84ca7dea21dc0b2,1395160653,0.0,1.0,29,12,2,2,1,0.999570839347322,false,,,,,12,4829516,22,,22,,,22,,,17,,,0.0180722891566265,0.830321285140562,0.831325301204819,41,FALSE,TRUE,0.0,0
6,005879ee07c9c02de9d8c47215600f1d36afa41b,1379611760,0.0,0.0,0,0,10,3,1,0,false,,,,,7,2350903,8,,26,,,26,,,25,,,0.07202216066482,0.817174515235457,0.828254847645429,0,FALSE,FALSE,0.0,0
7,00a162c4d42a0f7813058d2ae5c3208b4f7a3157,1401242572,0.0,0.0,825,87,9,4,2,0.644525015371869,false,,,,,36,4772791,94,,7,,,7,,,7,,,0.00803212851405622,0.56425702811245,0.567269076305221,912,FALSE,FALSE,0.0,0
8,00f5125745dc72afbc9aeade8b780d7a3be49a30,1394439616,0.0,1.0,5,1,2,2,1,1,false,,,,,145,299896,602,,13,,,13,,,8,,,0.00119205298013245,0.35112582781457,0.35112582781457,6,FALSE,TRUE,0.0,0
9,0107ce638b5c75bf112d74aab62914ffa5033a96,1370611853,0.0,0.0,0,1,1,1,1,0,false,,,,,62,92524,223,,75,,,70,,,70,,,0.0148504496967162,0.379000209161263,0.385275047061284,1,FALSE,FALSE,0.0,0
10,010e9dbd124060a6f75722aa146fde0f3ff69ab7,1397253143,0.0,0.0,22,37,4,2,1,0.546549930676326,false,,,,,48,940849.75,202,,1200,,,995,,,1181,,,0.151674579751059,0.449634287180803,0.518157320672398,59,FALSE,FALSE,0.0,0
11,01150b5d0d482a83a1065c2a6d62f4963c9f838d,1320440437,0.0,0.0,3,0,1,1,1,0,false,,,,,3,784982,3,,55,,,55,,,36,,,0.224242424242424,0.466666666666667,0.466666666666667,3,FALSE,FALSE,0.0,0
12,0123dea839816b5618b1ab4492867aa347c225fe,1361231250,0.0,0.0,0,24,4,4,1,0.775549085503632,false,,,,,115,42672.5,425,,414,,,395,,,371,,,0.0953601640604973,0.448859266854653,0.499871827736478,24,FALSE,FALSE,0.0,0
13,012e47f820f1e213297c687f17159794e371823e,1356329721,0.0,0.0,0,6,1,1,1,0,false,,,,,16,8735,45,,136,,,135,,,67,,,0.125693160813309,0.737523105360444,0.752310536044362,6,FALSE,FALSE,0.0,0
14,0135c4265380988a5a02b1cefa837b919fd1a8f4,1320939187,0.0,0.0,39,121,4,3,1,0.692712718841921,false,,,,,4,49804,7,,171,,,170,,,57,,,0.682352941176471,0.682352941176471,0.682352941176471,160,FALSE,FALSE,0.0,0
15,01410c685080c9d700278fc430cc004fa112d783,1395112722,0.0,0.0,46,3,3,3,2,0.461089460548393,false,,,,,38,897737,150,,209,,,171,,,151,,,0.16221985058698,0.655282817502668,0.702241195304162,49,FALSE,FALSE,0.0,0
16,019d7f5cda388c3053e369ca70902d03b72cca22,1395102875,0.0,0.0,76,14,2,2,2,0.867281622200026,false,,,,,6,5251507,7,,1,,,1,,,1,,,0.00213675213675214,0.580128205128205,0.580128205128205,90,FALSE,FALSE,0.0,0
17,01baf99b01e3b2b15a1461970c5bb3dd7a230499,1384782252,0.0,0.0,0,599,9,2,1,0.363523715165686,false,,,,,36,968293.777777778,89,,425,,,419,,,419,,,0.0634920634920635,0.338473167044596,0.363869992441421,599,FALSE,FALSE,0.0,0
18,01d1952696ded18fdd2f7b89edfddfef2ccceaad,1399395820,0.0,0.0,12,3,2,2,1,0.970950594454669,false,,,,,58,556738.5,154,,1232,,,1012,,,1213,,,0.152973790322581,0.355972782258065,0.431073588709677,15,FALSE,FALSE,0.0,0
19,021b4d576c834c120c8e54df4691a49880261f14,1326424313,0.0,0.0,0,2,1,1,1,0,false,,,,,27,113307,90,,134,,,134,,,131,,,0.253846153846154,0.594230769230769,0.709615384615385,2,FALSE,FALSE,0.0,0
20,028f9ba81a857d0285bf68d789eae0a65772e39f,1320326555,0.0,0.0,1,1,1,1,1,0,false,,,,,13,136047,13,,159,,,158,,,96,,,0.62987012987013,0.5,0.785714285714286,2,FALSE,FALSE,0.0,0
21,02f4516ad38c5deeefd686b87edf4bf06cffe5af,1388474560,0.0,1.0,0,1,1,1,1,0,false,,,,,7,5956082,11,,9,,,9,,,4,,,0.00758725341426404,0.646433990895296,0.646433990895296,1,FALSE,TRUE,0.0,0
22,0311490b82479ef1e0d25350a17fe7a254e7a1c2,1339658354,0.0,0.0,0,23,1,1,1,0,false,,,,,10,622729,14,,42,,,41,,,4,,,0.0495049504950495,0.425742574257426,0.435643564356436,23,FALSE,FALSE,0.0,0
23,032f0bfc7c6754afbad1bf8de7a4a6fde8d5cee0,1398480889,0.0,0.0,13,13,17,11,2,0.717121858412706,false,,,,,77,158653,412,,61,,,61,,,52,,,0.0535894843276036,0.657229524772498,0.659251769464105,26,FALSE,FALSE,0.0,0
24,03372c77aa2fddd61cb9b90d9aff553f90ca15d5,1321978573,0.0,0.0,4,4,1,1,1,0,false,,,,,1,5145111,1,,1,,,1,,,0,,,0.5,0.5,0.5,8,FALSE,FALSE,0.0,0
25,03700f12f356a00c67fe3c301cc297c85e92c69e,1342494298,0.0,0.0,0,36,2,2,1,0.91829583405449,false,,,,,0,0,0,,392,,,392,,,24,,,0.641025641025641,0.58974358974359,0.897435897435897,36,FALSE,FALSE,0.0,0
26,03b45f8bc40744697e1078a41940cdf3564ac82a,1357159126,0.0,0.0,0,1,1,1,1,0,false,,,,,4,10356526,5,,9,,,9,,,9,,,0.0177935943060498,0.601423487544484,0.603202846975089,1,FALSE,FALSE,0.0,0
27,03f991730f7932b5008eb9660f72694d6284f7ef,1390982141,0.0,0.0,0,12,1,1,1,0,false,,,,,7,191853,10,,1,,,1,,,1,,,0.000277739202888488,0.384946535203444,0.384946535203444,12,FALSE,FALSE,0.0,0
28,04548b067c7c79602332fe2bc2dc89ed77cee7ac,1317154902,0.0,0.0,268,3,4,3,2,0.115160619093334,false,,,,,9,57130.75,11,,4,,,4,,,3,,,0.0930232558139535,0.0930232558139535,0.0930232558139535,271,FALSE,FALSE,0.0,0
29,045e1b11fd058441539e5e6888da7bd873d58c89,1396357171,0.0,1.0,109,104,13,11,2,0.824804790854862,false,,,,,191,190599.4375,1154,,10,,,8,,,8,,,0.00116565211760135,0.444372490610025,0.445149592021759,213,FALSE,TRUE,0.0,0
30,046b2160a4c30190c25d4ba7e54f1bc9b621a2fe,1389193572,0.0,0.0,0,1,1,1,1,0,false,,,,,9,6320459,10,,203,,,203,,,186,,,0.026737203317129,0.35573348584501,0.367171861595653,1,FALSE,FALSE,0.0,0
31,0478c92f0f045a9979a678c7dc6ddf37ff02e318,1387783688,0.0,0.0,0,2,1,1,1,0,false,,,,,32,2367178,126,,187,,,187,,,177,,,0.0257151112395261,0.366945969373014,0.373446980641433,2,FALSE,FALSE,0.0,0
32,048cd541c7066185b3802bded7b2f009859443c3,1395013057,0.0,1.0,1,2,1,1,1,0,false,,,,,29,3458247,40,,390,,,170,,,108,,,0.0143100958382565,0.300380727320467,0.31075226467113,3,FALSE,TRUE,0.0,0
33,04a1834dc42fdb6fe19d5115ec6705ebb897aa03,1394741767,0.0,0.0,3,3,1,1,1,0,false,,,,,6,53594,12,,299,,,277,,,232,,,0.243723849372385,0.768828451882845,0.813807531380753,6,FALSE,FALSE,0.0,0
34,04fa99095cd82f7b6030694996c75d2fd95e7c61,1395930408,0.0,1.0,15,9,2,2,1,0.249882292833185,false,,,,,47,1365343,88,,8,,,8,,,5,,,0.000779828437743696,0.126852092539641,0.126982063945932,24,FALSE,TRUE,0.0,0
35,0526b098c98d810814cab7de58947b196657ba23,1385681406,0.0,0.0,0,3,1,1,1,0,false,,,,,30,3885575,56,,146,,,146,,,143,,,0.0213681555126873,0.255972696245734,0.26250185487461,3,FALSE,FALSE,0.0,0
36,0546616926d7f95017405b4abb532a4517db7d90,1317213442,0.0,0.0,2,0,1,1,1,0,false,,,,,0,0,0,,0,,,0,,,0,,,0.0232558139534884,0.581395348837209,0.581395348837209,2,FALSE,FALSE,0.0,0
38,0598db0a6c66eb2b6d2e0e3f0b3b2b921ebe8621,1341595435,0.0,0.0,0,33,4,3,1,0.683912566362649,false,,,,,75,63928.75,336,,107,,,107,,,92,,,0.0512396694214876,0.288154269972452,0.327272727272727,33,FALSE,FALSE,0.0,0
39,0598fc6adc6d6a721586a290e5de2d8d0b2e5f4b,1381400147,0.0,0.0,0,0,1,1,1,0,false,,,,,157,3725,754,,9,,,9,,,7,,,0.00127612059339608,0.370234487159037,0.370872547455735,0,FALSE,FALSE,0.0,0
40,05f01d25fb4ea226acb8f412a4c2091b08859b01,1368043120,0.0,0.0,0,1,1,1,1,0,false,,,,,86,85787,258,,5,,,5,,,4,,,0.0011153245594468,0.310283292438099,0.310729422261878,1,FALSE,FALSE,0.0,0
41,060148386c1aac20ffe60eebdabcd1607819e61e,1398255591,0.0,0.0,1,1,1,1,1,0,false,,,,,156,34416,473,,1949,,,1618,,,1031,,,0.131448223156286,0.399566934148516,0.448350528595083,2,FALSE,FALSE,0.0,0
42,065a7ea03d97943cd669948ebaabd5271bf2afef,1321340503,0.0,0.0,13,2,2,2,1,0.91829583405449,false,,,,,14,26695,17,,71,,,71,,,47,,,0.209606986899563,0.724890829694323,0.803493449781659,15,FALSE,FALSE,0.0,0
44,0755e7b379232285e434d827eeb854260a1db595,1396300664,0.0,0.0,118,115,10,9,1,0.892419376128754,false,,,,,30,1124339.4,43,,123,,,68,,,0,,,0.000946073793755913,0.692526017029328,0.692526017029328,233,FALSE,FALSE,0.0,0
46,07841b42828dc133ba258cf7c7f09d6f8906a96f,1397789024,0.0,1.0,5,5,2,2,1,0.721928094887362,false,,,,,49,363945,167,,0,,,0,,,0,,,0.00123152709359606,0.245073891625616,0.245073891625616,10,FALSE,TRUE,0.0,0
47,079e762a83deffdc1f0a30cbcf68b34d37ac913d,1397238403,0.0,0.0,3,3,1,1,1,0,false,,,,,76,1022765,203,,2225,,,1714,,,2125,,,0.273299910014141,0.320349659339247,0.493251060547628,6,FALSE,FALSE,0.0,0
48,07a130be1a1f77fc86076f37afe5b6bae2692a2c,1398909485,0.0,1.0,2,2,1,1,1,0,false,,,,,17,1082120,19,,74,,,74,,,65,,,0.0552301255230126,0.627615062761506,0.668619246861925,4,FALSE,TRUE,0.0,0
49,07a526546730819b7964027b014b16f4dd1faf83,1369155308,0.0,0.0,0,0,2,2,2,0,false,,,,,3,100681.666666667,3,,422,,,303,,,374,,,0.0812391681109185,0.350086655112652,0.406412478336222,0,FALSE,FALSE,0.0,0
50,07a8751f799ede6b3d4868d8268148f21e17a47a,1398361117,0.0,1.0,3,3,2,2,1,0.91829583405449,false,,,,,4,533328,7,,320,,,297,,,252,,,0.214953271028037,0.533559898045879,0.608326253186066,6,FALSE,TRUE,0.0,0
51,07cbe5718a23e72f8debe1c90de2348995e4f3f4,1370291559,0.0,0.0,0,0,1,1,1,0,false,,,,,53,1223560,124,,1179,,,1101,,,1098,,,0.232543377063055,0.177951756242065,0.348074481591198,0,FALSE,FALSE,0.0,0
52,07cf091f9f3b6412d3aed4a1a49d2b0d0bb95247,1315911453,0.0,0.0,64,4,2,2,1,0.672294817075638,false,,,,,0,0,0,,1,,,1,,,1,,,0.333333333333333,0.833333333333333,0.833333333333333,68,FALSE,FALSE,0.0,0
53,07d06ebfc42541ffb7beeed723f68171dc4b46f8,1376492534,0.0,0.0,0,2,1,1,1,0,false,,,,,28,3597748,49,,7,,,7,,,0,,,0.0172413793103448,0.310344827586207,0.310344827586207,2,FALSE,FALSE,0.0,0
54,07d4f002d056e90c520d49fe94d21183be5defe5,1352178712,0.0,0.0,0,1,1,1,1,0,false,,,,,18,971865,25,,263,,,263,,,178,,,0.881773399014778,0.881773399014778,0.881773399014778,1,FALSE,FALSE,0.0,0
55,08007b8adaa1993d0ffafc858e524df0464151b6,1390971692,0.0,0.0,0,81,5,1,1,0.835239138478384,false,,,,,11,147346.2,24,,37,,,37,,,37,,,0.00527777777777778,0.3775,0.379583333333333,81,FALSE,FALSE,0.0,0
56,0813979b5a349a1506b69f7ace93bed00c238d95,1397230963,0.0,0.0,2,5,1,1,1,0,false,,,,,183,96218,939,,1190,,,985,,,1171,,,0.150720164609053,0.386831275720165,0.457433127572016,7,FALSE,FALSE,0.0,0
57,0814bff9366974d77d42d03fa11f60fbe469a8c7,1397488343,0.0,1.0,6,4,2,2,1,0.970950594454669,false,,,,,31,1254442.5,43,,107,,,106,,,37,,,0.0241269841269841,0.372063492063492,0.384126984126984,10,FALSE,TRUE,0.0,0
58,083324df06828e1b8fb97220b7415c2a28ee16c4,1395323325,0.0,1.0,3,7,1,1,1,0,false,,,,,15,498807,37,,55,,,55,,,47,,,0.0475718533201189,0.781962338949455,0.794846382556987,10,FALSE,TRUE,0.0,0
60,08477750a5b3261cc69c74f0cfb7d0eefae888d6,1395781418,0.0,0.0,1,6,1,1,1,0,false,,,,,4,1126997,4,,313,,,204,,,210,,,0.310294117647059,0.632352941176471,0.780882352941176,7,FALSE,FALSE,0.0,0
61,08a110bdbcd5513ef9cad59c03eb2bb9043b3f7b,1354540442,0.0,0.0,0,0,4,1,1,0,false,,,,,4,379567.5,4,,4,,,4,,,0,,,0.00523560209424084,0.675392670157068,0.675392670157068,0,FALSE,FALSE,0.0,0
62,08a5066d5d8781d2cc6bd3b2fb2c27e4e16e8adb,1360175451,0.0,0.0,0,19,2,2,1,0.742487569542124,false,,,,,72,419184,181,,769,,,753,,,701,,,0.185812599258867,0.344891476971943,0.497353096876654,19,FALSE,FALSE,0.0,0
63,08a7239a20eb5e40619b360c13fda41c11708553,1326404696,0.0,0.0,0,2,1,1,1,0,false,,,,,9,62373,17,,316,,,315,,,225,,,0.442270058708415,0.414872798434442,0.716242661448141,2,FALSE,FALSE,0.0,0
64,0903de010f2ee44c10b73164151aac37da6afbe5,1392424536,0.0,0.0,0,2,1,1,1,0,false,,,,,2,85097,2,,265,,,245,,,198,,,0.246287128712871,0.592821782178218,0.642326732673267,2,FALSE,FALSE,0.0,0
65,091aae8a6ddbe0bbe31df3ead927248496c363c6,1311349424,0.0,0.0,186,0,4,3,1,0.655860758527466,false,,,,,0,0,0,,0,,,0,,,0,,,0.5,0.5,0.5,186,FALSE,FALSE,0.0,0
66,09254af268827cf2921387e3a7ef28cf0502e5a5,1358200683,0.0,0.0,0,2,1,1,1,0,false,,,,,5,29560,7,,22,,,22,,,20,,,0.00591049817056009,0.385026737967914,0.388967070081621,2,FALSE,FALSE,0.0,0
67,09265f625235f7f0f456a086ac08fb429b51099e,1393592860,0.0,0.0,0,54,4,1,1,0.752444937965633,false,,,,,1,9062217,1,,0,,,0,,,0,,,0.000851063829787234,0.291914893617021,0.291914893617021,54,FALSE,FALSE,0.0,0
68,092a59a65a243bf1c96dbcf61e724c03a424373c,1394670689,0.0,0.0,5,1,1,1,1,0,false,,,,,1,2369642,1,,34,,,29,,,17,,,0.0117955439056356,0.554390563564875,0.558322411533421,6,FALSE,FALSE,0.0,0
69,094ba9db22bde4cd06669098313c8aaefc487aa2,1331936838,0.0,0.0,0,1458,4,2,1,0.873831305626818,false,,,,,8,247395,18,,524,,,523,,,102,,,0.492822966507177,0.923444976076555,0.985645933014354,1458,FALSE,FALSE,0.0,0
70,097072de724cf1f17cf6153afc47ee898710fae3,1386802950,0.0,0.0,0,0,4,2,1,0,false,,,,,18,3495505.25,58,,79,,,79,,,24,,,0.0200642054574639,0.56661316211878,0.573033707865168,0,FALSE,FALSE,0.0,0
71,0973f558561173bdc84d7f4f8eb33da9fedafac2,1320783166,0.0,0.0,148,0,4,4,1,0.525022713829154,false,,,,,10,288399.75,13,,17,,,17,,,16,,,0.0939226519337016,0.61878453038674,0.657458563535912,148,FALSE,FALSE,0.0,0
72,097acddf82b937a042c2591da02da3b2092a1519,1343460530,0.0,0.0,0,3,1,1,1,0,false,,,,,3,1839597,3,,1,,,1,,,1,,,0.0357142857142857,0.839285714285714,0.857142857142857,3,FALSE,FALSE,0.0,0
73,09823b30254c1985ccfef0625db0eb10928af68e,1358967042,0.0,0.0,0,2,1,1,1,0,false,,,,,38,511695,90,,1,,,1,,,1,,,0.000547195622435021,0.216142270861833,0.216142270861833,2,FALSE,FALSE,0.0,0
74,0998bbb18ca2be5a052514473de4846d6f5ee380,1395174682,0.0,0.0,41,44,2,2,1,0.858637081918363,false,,,,,53,400163,99,,395,,,174,,,112,,,0.0148041399187737,0.397222586139133,0.405869251932399,85,FALSE,FALSE,0.0,0
75,09a121a2f836be3683c7d0c2b1d8c1756ba38af2,1399544972,0.0,0.0,11,22,4,2,1,0.659047258001529,false,,,,,50,1005,215,,76,,,59,,,76,,,0.00968431643818388,0.323481323104012,0.32876367752484,33,FALSE,FALSE,0.0,0
76,09a67e4fb4e5c73cfa01451a7460a8c12d6f64da,1312495921,0.0,0.0,23,14,1,1,1,0,false,,,,,0,0,0,,0,,,0,,,0,,,0.25,0.75,0.75,37,FALSE,FALSE,0.0,0
77,09dd7bf800bcfc18a2a57b9e1ce0c3c24653f5ac,1393627755,0.0,1.0,1,4,2,2,1,0.970950594454669,false,,,,,12,1603300,23,,203,,,188,,,203,,,0.0272836699210913,0.456199010298248,0.468102180018724,5,FALSE,TRUE,0.0,0
78,09ea2718a219b13ea9cd67bf80d8fe83b499e153,1314762213,0.0,0.0,4,4,1,1,1,0,false,,,,,1,7110,1,,19,,,18,,,16,,,0.53125,0.9375,1,8,FALSE,FALSE,0.0,0
79,09ef06fd9997691ab29129369716e369c41baebe,1393896528,0.0,0.0,54,54,10,6,2,0.810188207176361,false,,,,,65,25073,306,,527,,,459,,,522,,,0.569096844396083,0.388465723612622,0.687704026115343,108,FALSE,FALSE,0.0,0
80,0a0c3ced1c8d3145569687d9feaa120c2c542b71,1398356773,0.0,0.0,9,0,2,2,1,0.91829583405449,false,,,,,119,588303,309,,755,,,661,,,743,,,0.0946324090562198,0.399643856525057,0.453065377766472,9,FALSE,FALSE,0.0,0
